frame,Xw,Yw,Zw
0.0,26.97579163839869,28.43355727229786,3.7919631004333496
1.0,26.473689850505348,27.917509148442246,3.721931219100952
2.0,26.741383340589962,28.237180355647613,3.761119842529297
3.0,26.50517300365464,28.051065039980696,3.7508429288864136
4.0,26.268962666719325,27.864949724313774,3.7405660152435303
5.0,26.032752329784,27.678834408646857,3.7302891016006474
6.0,25.796541992848677,27.49271909297994,3.720012187957764
7.0,25.762736910138837,27.492940635147797,3.716677904129028
8.0,27.068866731093213,28.924906199338867,3.90672779083252
9.0,26.90569552799438,28.783252938857384,3.887660503387451
10.0,25.676313155276198,27.5817964803599,3.684899091720581
11.0,25.22178930602196,27.128861727195556,3.6462514400482178
12.0,25.63858989297125,27.650124901011942,3.7380988597869873
13.0,26.026748247142418,28.088798795754144,3.828939914703369
14.0,26.523458101214892,28.674779523087768,3.870124578475952
15.0,24.977250977813757,27.078703239139564,3.674113512039185
16.0,24.76612403614336,26.885038572792283,3.670730590820313
17.0,25.02587120170434,27.238285135316033,3.709971427917481
18.0,25.105257855326514,27.351516076112766,3.778352737426758
19.0,26.031431564708107,28.407009052567098,3.919788599014282
20.0,26.216868445335145,28.617451719930315,3.946996688842773
21.0,25.834106103392863,28.265500988730402,3.920678377151489
22.0,24.574312907696495,26.957482622082658,3.73260760307312
23.0,24.611619917638777,27.069141983561526,3.764347553253174
24.0,24.64892692758106,27.18080134504039,3.796087503433228
25.0,24.74643238514809,27.36840431862613,3.8491156101226807
26.0,25.898384751326468,28.670406731625206,4.027842044830322
27.0,23.85350790172418,26.509897074892045,3.739870071411133
28.0,23.92937726862061,26.63110076253664,3.74679970741272
29.0,25.02727559797545,27.886742023721332,3.9318883419036874
30.0,25.18720728250548,28.0968166237851,3.969695806503296
31.0,24.4920659200674,27.396830639847728,3.859154462814331
32.0,24.302074009685782,27.166687180464514,3.817025184631348
33.0,23.929058228594677,26.80177487993212,3.761195182800293
34.0,23.97289089636625,26.850868629288225,3.742511987686157
35.0,22.954154604057248,25.771506062524423,3.550313949584961
36.0,22.384562594823937,25.153263843574212,3.450258255004883
37.0,23.23086615918049,26.15704553114264,3.5832409858703613
38.0,23.38009192043048,26.39107804515306,3.63241457939148
39.0,22.963937131534735,25.953775430054286,3.5953590869903564
40.0,23.926950361052654,27.078250104826452,3.7991881370544434
41.0,22.695333438263738,25.7047139498479,3.656863451004028
42.0,22.997872409874574,26.08720481750536,3.777611255645752
43.0,23.018599396490963,26.09729154280361,3.8277220726013184
44.0,23.07761963564561,26.1845765312496,3.889926195144653
45.0,22.09029181648745,25.0643257542027,3.770832538604736
46.0,22.05257200176314,25.0557870302509,3.789717674255371
47.0,22.436196141420993,25.512737850259242,3.855402946472168
48.0,22.62801172014915,25.740753379845913,3.916374683380127
49.0,22.105742205064907,25.146168574838285,3.800251245498657
50.0,21.666865124044698,24.67917982328007,3.749732494354248
51.0,21.54283530665687,24.56954107142073,3.729846477508545
52.0,22.58872586618333,25.76237739812219,3.935167789459229
53.0,21.742488858359202,24.80581046754993,3.830238580703736
54.0,22.029384362420203,25.17618685387834,3.886771440505981
55.0,21.805801359130655,24.93178553347579,3.8955798149108887
56.0,20.82459250695449,23.811624147282114,3.742741107940674
57.0,22.405215356991235,25.651138361845298,4.052560806274414
58.0,21.273481019592957,24.353918840209545,3.870169162750244
59.0,20.70449959157417,23.7352943980299,3.7688260078430176
60.0,20.734565798876112,23.769760724737363,3.8192410469055176
61.0,20.6234527901999,23.671885843495758,3.844139814376831
62.0,20.463231189351532,23.471500895193294,3.8355767726898193
63.0,20.34813972035419,23.37987474059397,3.7916452884674072
64.0,20.7007636514171,23.77175330752071,3.877395629882813
65.0,19.768983008389853,22.739033759740416,3.6869285106658936
66.0,19.67900739909852,22.617752558155864,3.691052675247192
67.0,19.92624847412401,22.901914151473548,3.715989351272583
68.0,19.71297223913776,22.598622025334855,3.673095941543579
69.0,19.631036060224368,22.504692113160914,3.6789300441741934
70.0,19.49149565953786,22.287310604752157,3.647181987762451
71.0,20.57228185144642,23.52435615452289,3.8744730949401855
72.0,19.931916878881204,22.820250612948065,3.797978162765503
73.0,19.58996819837435,22.363918158135096,3.727738857269287
74.0,19.426359164805838,22.15570536352817,3.696940898895264
75.0,20.000799383813344,22.754171780961805,3.824593782424927
76.0,19.17446191440226,21.781016646447853,3.685303926467896
77.0,19.264185472085117,21.82847952863377,3.720154047012329
78.0,19.0833536955604,21.48872922006017,3.719248533248901
79.0,18.742432207594767,21.045867054196748,3.6711151599884033
80.0,19.08985582181974,21.32623725731589,3.730524063110352
81.0,18.569915183545614,20.63790927026985,3.642932415008545
82.0,18.47228902384002,20.34828711559109,3.6138570308685294
83.0,18.965596532017855,20.777689086088902,3.7033286094665527
84.0,18.599451923224393,20.226893402530578,3.6217174530029297
85.0,17.908905994637088,19.339377667389922,3.442986965179444
86.0,18.107451209255004,19.400091362280662,3.453441619873047
87.0,18.54863066853456,19.642024527672824,3.5051984786987305
88.0,18.35020588475837,19.299754882398098,3.4795138835906982
89.0,18.79287284189501,19.55765736515991,3.5517969131469727
90.0,18.606044695834747,19.133440974266488,3.522674798965454
91.0,18.479472324114425,18.81863075933983,3.4885270595550537
92.0,18.24506404623874,18.41521873483378,3.4726574420928955
93.0,18.04756503465881,17.99628832123096,3.422539710998535
94.0,18.16142938317878,17.96088895334772,3.473832368850708
95.0,18.12254272571917,17.79771921543879,3.47684097290039
96.0,18.48828655440962,17.910129751947586,3.5515592098236084
97.0,18.097159083912693,17.654635646527957,3.4659008979797363
98.0,17.491123227826414,16.646541708413253,3.395902633666992
99.0,17.50055992858011,16.44817548832247,3.3854575157165527
100.0,18.02735229606276,16.996629113773643,3.5016355514526367
101.0,17.312670048902483,15.978664128936423,3.383582353591919
102.0,17.634122742434105,16.071261893633086,3.4699056148529053
103.0,17.888533831435716,16.188744248083268,3.5309088230133057
104.0,17.891963310227617,16.009179355003894,3.5559024810791016
105.0,18.04638198875657,15.965388439008775,3.629383802413941
106.0,17.652357256925068,15.461111209824614,3.507129669189453
107.0,17.825336394867325,15.434820998359655,3.58156418800354
108.0,17.781621910555806,15.242348058920502,3.580573320388794
109.0,17.898471590988787,15.165675841212387,3.6100738048553462
110.0,17.601168835222047,14.75295981994676,3.574793577194214
111.0,17.858996794400024,14.847827933987832,3.6347694396972656
112.0,17.395683555757508,14.314182820059074,3.5666308403015137
113.0,17.420461618761554,14.208585203026974,3.5806496143341064
114.0,17.631261290585584,14.253158176313809,3.6498634815216064
115.0,17.483355920591357,13.962929317964408,3.624889850616455
116.0,17.9508383772462,14.190208987997607,3.710064172744751
117.0,17.441690931848886,13.66346408071844,3.648961067199707
118.0,17.581713857484758,13.641792263442518,3.7031853199005127
119.0,17.379697266719464,13.389856690861794,3.670833587646485
120.0,18.115937523861128,13.805575163308198,3.815075874328613
121.0,18.272262154255166,13.779953832007276,3.856913805007935
122.0,17.83993742789561,13.329327008830472,3.7567098140716553
123.0,17.83686015560462,13.24432889513388,3.7501330375671382
124.0,17.59923672097636,12.92644184048012,3.706300020217896
125.0,17.910387836145194,13.032616429575501,3.7975165843963614
126.0,17.31901044353138,12.46443958227636,3.696078300476074
127.0,17.48269951619154,12.475934019741343,3.751427173614502
128.0,17.62485121035611,12.444501183143435,3.776743650436402
129.0,17.598553282763547,12.329266472987293,3.7985875606536874
130.0,17.45275411616202,12.089839542332681,3.756879329681397
131.0,17.37961891041706,11.923546323471648,3.779963970184326
132.0,17.450476305198038,11.85597803413043,3.788538932800293
133.0,17.215754938428475,11.582683079062676,3.7613251209259033
134.0,17.15852089702374,11.431228484312053,3.788276672363281
135.0,17.164538269290034,11.304243248435098,3.7959799766540527
136.0,17.002434742203544,11.086425116030647,3.7674038410186768
137.0,17.15181325282731,11.091003130769902,3.809579610824585
138.0,17.002561665027432,10.847957777747025,3.7656946182250977
139.0,16.99322675442396,10.7327179493154,3.770620584487915
140.0,17.013150492240115,10.653992864116427,3.76819372177124
141.0,17.073586886487533,10.60152575714882,3.791204929351807
142.0,16.65342244692382,10.199574968753975,3.701632022857666
143.0,16.171111808100576,9.835987213233677,3.603959560394287
144.0,16.4825540579532,9.921536372114653,3.6804215908050537
145.0,16.356226042067465,9.793645638008433,3.647676706314087
146.0,16.27390700856065,9.625969910731158,3.635573387145996
147.0,16.465792131152877,9.671021699261145,3.702902317047119
148.0,16.155166312958542,9.40490131806013,3.670223474502564
149.0,16.006373111021404,9.234599875681154,3.615119218826294
150.0,16.273730886562237,9.322953163344236,3.7291836738586426
151.0,16.21833293890968,9.224653815443663,3.740298748016357
152.0,16.02640415242202,9.04989970045898,3.6908113956451416
153.0,16.126173622599413,9.05662565040651,3.738270998001098
154.0,15.760081752557795,8.787074714705883,3.6350154876708975
155.0,16.013190209138028,8.879408285598172,3.689064979553223
156.0,16.065701419682394,8.8759512431999,3.712874412536621
157.0,15.741077465829292,8.664731728208556,3.663328170776367
158.0,15.440813425070685,8.43670875307959,3.628272294998169
159.0,15.286846167647115,8.322049539789347,3.590770959854126
160.0,15.573685911748914,8.41558940716272,3.680772066116333
161.0,15.516265442750017,8.337847883577917,3.663351058959961
162.0,15.40057717550974,8.229730409971705,3.66021728515625
163.0,15.412454341338726,8.204945468154115,3.6733996868133545
164.0,14.938910676519077,7.9087137343989005,3.5823254585266118
165.0,14.823148346149214,7.8322292127490964,3.5807876586914062
166.0,14.626009179923143,7.653879893764826,3.5394301414489746
167.0,14.833126164823547,7.719791888212818,3.6129446029663086
168.0,14.62407846423521,7.581296469993697,3.570404052734375
169.0,14.76414181011109,7.610557430763982,3.614992380142212
170.0,14.916513528260744,7.659670045254455,3.6497652530670166
