frame,X,Y,Z,ok
0,36.01004409790039,15.473759651184082,3.7919631004333496,1
1,35.344993591308594,15.197861671447754,3.721931219100952,1
2,35.71714782714844,15.385879516601562,3.761119842529297,1
3,,,,0
4,,,,0
5,,,,0
6,34.555145263671875,15.07491683959961,3.7200121879577637,1
7,34.524173736572266,15.08846664428711,3.7166779041290283,1
8,36.28954315185547,15.888448715209961,3.9067277908325195,1
9,36.083702087402344,15.822722434997559,3.887660503387451,1
10,34.47985076904297,15.204224586486816,3.684899091720581,1
11,33.88343048095703,14.967529296875,3.6462514400482178,1
12,34.47216796875,15.281895637512207,3.7380988597869873,1
13,35.001983642578125,15.531689643859863,3.828939914703369,1
14,35.68968963623047,15.873968124389648,3.870124578475952,1
15,33.638954162597656,15.017989158630371,3.6741135120391846,1
16,33.3685188293457,14.923409461975098,3.6707305908203125,1
17,33.74662780761719,15.14541244506836,3.7099714279174805,1
18,33.8642692565918,15.218103408813477,3.778352737426758,1
19,35.13191604614258,15.8222017288208,3.9197885990142822,1
20,35.385372161865234,15.942338943481445,3.9469966888427734,1
21,34.894752502441406,15.770092964172363,3.9206783771514893,1
22,33.220890045166016,15.065695762634277,3.73260760307312,1
23,,,,0
24,33.37760925292969,15.241415977478027,3.7960875034332275,1
25,33.541259765625,15.375284194946289,3.8491156101226807,1
26,35.11366653442383,16.116729736328125,4.027842044830322,1
27,32.38193130493164,14.939043045043945,3.739870071411133,1
28,32.499488830566406,15.020447731018066,3.7467997074127197,1
29,34.003929138183594,15.740638732910156,3.9318883419036865,1
30,34.23380661010742,15.87050724029541,3.969695806503296,1
31,33.31877899169922,15.501825332641602,3.859154462814331,1
32,33.05335998535156,15.365386009216309,3.8170251846313477,1
33,32.56657791137695,15.177383422851562,3.761195182800293,1
34,32.6262321472168,15.205183982849121,3.7425119876861572,1
35,31.264118194580078,14.61569881439209,3.550313949584961,1
36,30.496713638305664,14.272553443908691,3.450258255004883,1
37,31.670562744140625,14.860673904418945,3.5832409858703613,1
38,31.900062561035156,15.016780853271484,3.6324145793914795,1
39,31.34506607055664,14.77929973602295,3.5953590869903564,1
40,32.67379379272461,15.432231903076172,3.7991881370544434,1
41,30.99995231628418,14.656515121459961,3.6568634510040283,1
42,31.428922653198242,14.888492584228516,3.777611255645752,1
43,31.451948165893555,14.88957691192627,3.8277220726013184,1
44,31.540634155273438,14.946470260620117,3.8899261951446533,1
45,30.191234588623047,14.307018280029297,3.7708325386047363,1
46,30.153207778930664,14.314064979553223,3.789717674255371,1
47,30.686073303222656,14.582441329956055,3.855402946472168,1
48,30.952327728271484,14.716205596923828,3.916374683380127,1
49,30.237741470336914,14.376112937927246,3.8002512454986572,1
50,29.650148391723633,14.120327949523926,3.749732494354248,1
51,29.492908477783203,14.068562507629395,3.729846477508545,1
52,30.92477035522461,14.751583099365234,3.9351677894592285,1
53,29.769622802734375,14.206815719604492,3.8302385807037354,1
54,30.1794376373291,14.433838844299316,3.8867714405059814,1
55,29.877527236938477,14.297561645507812,3.8955798149108887,1
56,28.533784866333008,13.655776023864746,3.742741107940674,1
57,30.712249755859375,14.721830368041992,4.052560806274414,1
58,29.160306930541992,13.976797103881836,3.870169162750244,1
59,28.393312454223633,13.63305950164795,3.7688260078430176,1
60,28.43454360961914,13.65285587310791,3.8192410469055176,1
61,28.29381561279297,13.606799125671387,3.844139814376831,1
62,28.06749725341797,13.485947608947754,3.8355767726898193,1
63,27.925580978393555,13.447202682495117,3.7916452884674072,1
64,28.404273986816406,13.668031692504883,3.8773956298828125,1
65,27.140466690063477,13.08707046508789,3.6869285106658936,1
66,27.009918212890625,13.011163711547852,3.6910526752471924,1
67,27.349262237548828,13.174631118774414,3.715989351272583,1
68,27.033571243286133,12.980177879333496,3.673095941543579,1
69,26.921207427978516,12.926226615905762,3.6789300441741943,1
70,26.70718002319336,12.781594276428223,3.647181987762451,1
71,28.188556671142578,13.491456031799316,3.8744730949401855,1
72,27.322229385375977,13.097363471984863,3.797978162765503,1
73,26.827898025512695,12.813101768493652,3.727738857269287,1
74,26.59537696838379,12.686395645141602,3.6969408988952637,1
75,27.35942840576172,13.0094575881958,3.8245937824249268,1
76,26.216014862060547,12.441593170166016,3.6853039264678955,1
77,26.317188262939453,12.449777603149414,3.720154047012329,1
78,26.01691246032715,12.20901870727539,3.7192485332489014,1
79,25.52884292602539,11.936727523803711,3.6711151599884033,1
80,25.9587345123291,12.057159423828125,3.7305240631103516,1
81,25.209278106689453,11.630019187927246,3.642932415008545,1
82,25.005239486694336,11.402466773986816,3.6138570308685303,1
83,25.628002166748047,11.602229118347168,3.7033286094665527,1
84,25.074146270751953,11.240730285644531,3.6217174530029297,1
85,24.089303970336914,10.697937965393066,3.4429869651794434,1
86,24.295690536499023,10.675333976745605,3.453441619873047,1
87,24.796546936035156,10.72343635559082,3.5051984786987305,1
88,24.47911262512207,10.487308502197266,3.4795138835906982,1
89,24.987640380859375,10.549495697021484,3.5517969131469727,1
90,24.648508071899414,10.233499526977539,3.522674798965454,1
91,24.407930374145508,9.994233131408691,3.4885270595550537,1
92,24.033296585083008,9.71613597869873,3.4726574420928955,1
93,23.686447143554688,9.409209251403809,3.422539710998535,1
94,23.77708625793457,9.331731796264648,3.473832368850708,1
95,23.676939010620117,9.197169303894043,3.4768409729003906,1
96,24.05735206604004,9.156052589416504,3.5515592098236084,1
97,23.59712791442871,9.075730323791504,3.4659008979797363,1
98,22.64232635498047,8.388790130615234,3.395902633666992,1
99,22.572681427001953,8.202812194824219,3.3854575157165527,1
100,23.273210525512695,8.498735427856445,3.5016355514526367,1
101,22.214691162109375,7.8456196784973145,3.383582353591919,1
102,22.546588897705078,7.803785800933838,3.4699056148529053,1
103,22.82671546936035,7.811283111572266,3.5309088230133057,1
104,22.758974075317383,7.644950866699219,3.5559024810791016,1
105,22.883560180664062,7.543752670288086,3.6293838024139404,1
106,22.32245445251465,7.2360005378723145,3.507129669189453,1
107,22.47100257873535,7.143553733825684,3.58156418800354,1
108,22.35485076904297,6.983974456787109,3.580573320388794,1
109,22.43193817138672,6.867398262023926,3.6100738048553467,1
110,21.995845794677734,6.605583667755127,3.574793577194214,1
111,22.270183563232422,6.590954780578613,3.6347694396972656,1
112,21.63382339477539,6.283575534820557,3.5666308403015137,1
113,21.614898681640625,6.176773548126221,3.5806496143341064,1
114,21.826171875,6.134501934051514,3.6498634815216064,1
115,21.575698852539062,5.926242351531982,3.624889850616455,1
116,22.09493637084961,5.950497150421143,3.710064172744751,1
117,21.419189453125,5.667552947998047,3.648961067199707,1
118,21.539281845092773,5.592360496520996,3.7031853199005127,1
119,21.25421142578125,5.440646648406982,3.6708335876464844,1
120,22.094770431518555,5.531927108764648,3.8150758743286133,1
121,22.228281021118164,5.446670055389404,3.8569138050079346,1
122,21.653167724609375,5.203330993652344,3.7567098140716553,1
123,21.616783142089844,5.126452445983887,3.7501330375671387,1
124,21.272960662841797,4.928202152252197,3.7063000202178955,1
125,21.600753784179688,4.902909278869629,3.7975165843963623,1
126,20.833099365234375,4.614363193511963,3.696078300476074,1
127,20.98802947998047,4.560299396514893,3.751427173614502,1
128,21.106224060058594,4.4752984046936035,3.7767436504364014,1
129,21.03656768798828,4.379806995391846,3.7985875606536865,1
130,20.808086395263672,4.217391014099121,3.7568793296813965,1
131,20.67523956298828,4.093480110168457,3.779963970184326,1
132,20.713665008544922,4.0034260749816895,3.788538932800293,1
133,20.390113830566406,3.8449997901916504,3.7613251209259033,1
134,20.277734756469727,3.7284443378448486,3.7882766723632812,1
135,20.233129501342773,3.60939884185791,3.7959799766540527,1
136,19.998199462890625,3.473273277282715,3.7674038410186768,1
137,20.137250900268555,3.4185047149658203,3.809579610824585,1
138,19.9041690826416,3.254127264022827,3.7656946182250977,1
139,19.850095748901367,3.1519341468811035,3.770620584487915,1
140,19.83732032775879,3.0717382431030273,3.7681937217712402,1
141,19.872133255004883,2.9996728897094727,3.7912049293518066,1
